STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
MRN,H,2,RAIN,20240115 2100,20240115 2100,3.00, ,INCHES
MRN,H,2,RAIN,20240115 2200,20240115 2200,3.00, ,INCHES
MRN,H,2,RAIN,20240115 2300,20240115 2300,3.00, ,INCHES
MRN,H,2,RAIN,20240116 0000,20240116 0000,3.00, ,INCHES
MRN,H,2,RAIN,20240116 0100,20240116 0100,3.00, ,INCHES
MRN,H,2,RAIN,20240116 0200,20240116 0200,3.00, ,INCHES
MRN,H,2,RAIN,20240116 0300,20240116 0300,3.00, ,INCHES
MRN,H,2,RAIN,20240116 0400,20240116 0400,3.00, ,INCHES
MRN,H,2,RAIN,20240116 0500,20240116 0500,3.00, ,INCHES
MRN,H,2,RAIN,20240116 0600,20240116 0600,3.00, ,INCHES
MRN,H,2,RAIN,20240116 0700,20240116 0700,3.00, ,INCHES
MRN,H,2,RAIN,20240116 0800,20240116 0800,3.00, ,INCHES
MRN,H,2,RAIN,20240116 0900,20240116 0900,3.00, ,INCHES
MRN,H,2,RAIN,20240116 1000,20240116 1000,3.00, ,INCHES
MRN,H,2,RAIN,20240116 1100,20240116 1100,3.00, ,INCHES
MRN,H,2,RAIN,20240116 1200,20240116 1200,3.00, ,INCHES
MRN,H,2,RAIN,20240116 1300,20240116 1300,3.00, ,INCHES
MRN,H,2,RAIN,20240116 1400,20240116 1400,3.00, ,INCHES
MRN,H,2,RAIN,20240116 1500,20240116 1500,3.00, ,INCHES
MRN,H,2,RAIN,20240116 1600,20240116 1600,3.00, ,INCHES
MRN,H,2,RAIN,20240116 1700,20240116 1700,3.00, ,INCHES
MRN,H,2,RAIN,20240116 1800,20240116 1800,3.00, ,INCHES
MRN,H,2,RAIN,20240116 1900,20240116 1900,3.00, ,INCHES
MRN,H,2,RAIN,20240116 2000,20240116 2000,3.00, ,INCHES
MRN,H,2,RAIN,20240116 2100,20240116 2100,3.00, ,INCHES
MRN,H,2,RAIN,20240116 2200,20240116 2200,3.00, ,INCHES
MRN,H,2,RAIN,20240116 2300,20240116 2300,3.00, ,INCHES
MRN,H,2,RAIN,20240117 0000,20240117 0000,3.00, ,INCHES
MRN,H,2,RAIN,20240117 0100,20240117 0100,3.00, ,INCHES
MRN,H,2,RAIN,20240117 0200,20240117 0200,3.00, ,INCHES
MRN,H,2,RAIN,20240117 0300,20240117 0300,3.00, ,INCHES
MRN,H,2,RAIN,20240117 0400,20240117 0400,3.00, ,INCHES
MRN,H,2,RAIN,20240117 0500,20240117 0500,3.00, ,INCHES
MRN,H,2,RAIN,20240117 0600,20240117 0600,3.00, ,INCHES
MRN,H,2,RAIN,20240117 0700,20240117 0700,3.00, ,INCHES
MRN,H,2,RAIN,20240117 0800,20240117 0800,3.00, ,INCHES
MRN,H,2,RAIN,20240117 0900,20240117 0900,3.00, ,INCHES
MRN,H,2,RAIN,20240117 1000,20240117 1000,3.00, ,INCHES
MRN,H,2,RAIN,20240117 1100,20240117 1100,3.00, ,INCHES
MRN,H,2,RAIN,20240117 1200,20240117 1200,3.00, ,INCHES
MRN,H,2,RAIN,20240117 1300,20240117 1300,3.00, ,INCHES
MRN,H,2,RAIN,20240117 1400,20240117 1400,3.00, ,INCHES
MRN,H,2,RAIN,20240117 1500,20240117 1500,3.00, ,INCHES
MRN,H,2,RAIN,20240117 1600,20240117 1600,3.00, ,INCHES
MRN,H,2,RAIN,20240117 1700,20240117 1700,3.00, ,INCHES
MRN,H,2,RAIN,20240117 1800,20240117 1800,3.00, ,INCHES
MRN,H,2,RAIN,20240117 1900,20240117 1900,3.00, ,INCHES
MRN,H,2,RAIN,20240117 2000,20240117 2000,3.00, ,INCHES
MRN,H,2,RAIN,20240117 2100,20240117 2100,3.00, ,INCHES
MRN,H,2,RAIN,20240117 2200,20240117 2200,3.00, ,INCHES
MRN,H,2,RAIN,20240117 2300,20240117 2300,3.00, ,INCHES
MRN,H,2,RAIN,20240118 0000,20240118 0000,3.00, ,INCHES
MRN,H,2,RAIN,20240118 0100,20240118 0100,3.00, ,INCHES
MRN,H,2,RAIN,20240118 0200,20240118 0200,3.00, ,INCHES
MRN,H,2,RAIN,20240118 0300,20240118 0300,3.00, ,INCHES
MRN,H,2,RAIN,20240118 0400,20240118 0400,3.00, ,INCHES
MRN,H,2,RAIN,20240118 0500,20240118 0500,3.00, ,INCHES
MRN,H,2,RAIN,20240118 0600,20240118 0600,3.00, ,INCHES
MRN,H,2,RAIN,20240118 0700,20240118 0700,3.00, ,INCHES
MRN,H,2,RAIN,20240118 0800,20240118 0800,3.00, ,INCHES
MRN,H,2,RAIN,20240118 0900,20240118 0900,3.00, ,INCHES
MRN,H,2,RAIN,20240118 1000,20240118 1000,3.00, ,INCHES
MRN,H,2,RAIN,20240118 1100,20240118 1100,3.00, ,INCHES
MRN,H,2,RAIN,20240118 1200,20240118 1200,3.00, ,INCHES
MRN,H,2,RAIN,20240118 1300,20240118 1300,3.00, ,INCHES
MRN,H,2,RAIN,20240118 1400,20240118 1400,3.00, ,INCHES
MRN,H,2,RAIN,20240118 1500,20240118 1500,3.00, ,INCHES
MRN,H,2,RAIN,20240118 1600,20240118 1600,3.00, ,INCHES
MRN,H,2,RAIN,20240118 1700,20240118 1700,3.00, ,INCHES
MRN,H,2,RAIN,20240118 1800,20240118 1800,3.00, ,INCHES
MRN,H,2,RAIN,20240118 1900,20240118 1900,3.00, ,INCHES
MRN,H,2,RAIN,20240118 2000,20240118 2000,3.00, ,INCHES
MRN,H,2,RAIN,20240118 2100,20240118 2100,3.00, ,INCHES
MRN,H,2,RAIN,20240118 2200,20240118 2200,3.00, ,INCHES
MRN,H,2,RAIN,20240118 2300,20240118 2300,3.00, ,INCHES
MRN,H,2,RAIN,20240119 0000,20240119 0000,3.00, ,INCHES
MRN,H,2,RAIN,20240119 0100,20240119 0100,3.00, ,INCHES
MRN,H,2,RAIN,20240119 0200,20240119 0200,3.00, ,INCHES
MRN,H,2,RAIN,20240119 0300,20240119 0300,3.00, ,INCHES
MRN,H,2,RAIN,20240119 0400,20240119 0400,3.00, ,INCHES
MRN,H,2,RAIN,20240119 0500,20240119 0500,3.00, ,INCHES
MRN,H,2,RAIN,20240119 0600,20240119 0600,3.00, ,INCHES
MRN,H,2,RAIN,20240119 0700,20240119 0700,3.00, ,INCHES
MRN,H,2,RAIN,20240119 0800,20240119 0800,3.00, ,INCHES
MRN,H,2,RAIN,20240119 0900,20240119 0900,3.00, ,INCHES
MRN,H,2,RAIN,20240119 1000,20240119 1000,3.00, ,INCHES
MRN,H,2,RAIN,20240119 1100,20240119 1100,3.00, ,INCHES
MRN,H,2,RAIN,20240119 1200,20240119 1200,3.00, ,INCHES
MRN,H,2,RAIN,20240119 1300,20240119 1300,3.00, ,INCHES
MRN,H,2,RAIN,20240119 1400,20240119 1400,3.00, ,INCHES
MRN,H,2,RAIN,20240119 1500,20240119 1500,3.00, ,INCHES
MRN,H,2,RAIN,20240119 1600,20240119 1600,3.00, ,INCHES
MRN,H,2,RAIN,20240119 1700,20240119 1700,3.00, ,INCHES
MRN,H,2,RAIN,20240119 1800,20240119 1800,3.00, ,INCHES
MRN,H,2,RAIN,20240119 1900,20240119 1900,3.00, ,INCHES
MRN,H,2,RAIN,20240119 2000,20240119 2000,3.00, ,INCHES
MRN,H,2,RAIN,20240119 2100,20240119 2100,3.00, ,INCHES
MRN,H,2,RAIN,20240119 2200,20240119 2200,3.00, ,INCHES
MRN,H,2,RAIN,20240119 2300,20240119 2300,3.00, ,INCHES
MRN,H,2,RAIN,20240120 0000,20240120 0000,3.00, ,INCHES
MRN,H,2,RAIN,20240120 0100,20240120 0100,3.00, ,INCHES
MRN,H,2,RAIN,20240120 0200,20240120 0200,3.00, ,INCHES
MRN,H,2,RAIN,20240120 0300,20240120 0300,3.00, ,INCHES
MRN,H,2,RAIN,20240120 0400,20240120 0400,3.00, ,INCHES
MRN,H,2,RAIN,20240120 0500,20240120 0500,3.00, ,INCHES
MRN,H,2,RAIN,20240120 0600,20240120 0600,3.00, ,INCHES
MRN,H,2,RAIN,20240120 0700,20240120 0700,3.00, ,INCHES
MRN,H,2,RAIN,20240120 0800,20240120 0800,3.00, ,INCHES
MRN,H,2,RAIN,20240120 0900,20240120 0900,3.00, ,INCHES
MRN,H,2,RAIN,20240120 1000,20240120 1000,3.00, ,INCHES
MRN,H,2,RAIN,20240120 1100,20240120 1100,3.00, ,INCHES
MRN,H,2,RAIN,20240120 1200,20240120 1200,3.00, ,INCHES
MRN,H,2,RAIN,20240120 1300,20240120 1300,3.00, ,INCHES
MRN,H,2,RAIN,20240120 1400,20240120 1400,3.04, ,INCHES
MRN,H,2,RAIN,20240120 1500,20240120 1500,3.05, ,INCHES
MRN,H,2,RAIN,20240120 1600,20240120 1600,3.05, ,INCHES
MRN,H,2,RAIN,20240120 1700,20240120 1700,3.05, ,INCHES
MRN,H,2,RAIN,20240120 1800,20240120 1800,3.05, ,INCHES
MRN,H,2,RAIN,20240120 1900,20240120 1900,3.05, ,INCHES
MRN,H,2,RAIN,20240120 2000,20240120 2000,3.05, ,INCHES
MRN,H,2,RAIN,20240120 2100,20240120 2100,3.05, ,INCHES
MRN,H,2,RAIN,20240120 2200,20240120 2200,3.05, ,INCHES
MRN,H,2,RAIN,20240120 2300,20240120 2300,3.05, ,INCHES
MRN,H,2,RAIN,20240121 0000,20240121 0000,3.06, ,INCHES
MRN,H,2,RAIN,20240121 0100,20240121 0100,3.07, ,INCHES
MRN,H,2,RAIN,20240121 0200,20240121 0200,3.07, ,INCHES
MRN,H,2,RAIN,20240121 0300,20240121 0300,3.07, ,INCHES
MRN,H,2,RAIN,20240121 0400,20240121 0400,3.07, ,INCHES
MRN,H,2,RAIN,20240121 0500,20240121 0500,3.07, ,INCHES
MRN,H,2,RAIN,20240121 0600,20240121 0600,3.07, ,INCHES
MRN,H,2,RAIN,20240121 0700,20240121 0700,3.07, ,INCHES
MRN,H,2,RAIN,20240121 0800,20240121 0800,3.07, ,INCHES
MRN,H,2,RAIN,20240121 0900,20240121 0900,3.07, ,INCHES
MRN,H,2,RAIN,20240121 1000,20240121 1000,3.07, ,INCHES
MRN,H,2,RAIN,20240121 1100,20240121 1100,3.07, ,INCHES
MRN,H,2,RAIN,20240121 1200,20240121 1200,3.07, ,INCHES
MRN,H,2,RAIN,20240121 1300,20240121 1300,3.07, ,INCHES
MRN,H,2,RAIN,20240121 1400,20240121 1400,3.07, ,INCHES
MRN,H,2,RAIN,20240121 1500,20240121 1500,3.07, ,INCHES
MRN,H,2,RAIN,20240121 1600,20240121 1600,3.07, ,INCHES
MRN,H,2,RAIN,20240121 1700,20240121 1700,3.07, ,INCHES
MRN,H,2,RAIN,20240121 1800,20240121 1800,3.07, ,INCHES
MRN,H,2,RAIN,20240121 1900,20240121 1900,3.07, ,INCHES
MRN,H,2,RAIN,20240121 2000,20240121 2000,3.07, ,INCHES
MRN,H,2,RAIN,20240121 2100,20240121 2100,3.07, ,INCHES
MRN,H,2,RAIN,20240121 2200,20240121 2200,3.07, ,INCHES
MRN,H,2,RAIN,20240121 2300,20240121 2300,3.07, ,INCHES
MRN,H,2,RAIN,20240122 0000,20240122 0000,3.07, ,INCHES
MRN,H,2,RAIN,20240122 0100,20240122 0100,3.07, ,INCHES
MRN,H,2,RAIN,20240122 0200,20240122 0200,3.07, ,INCHES
MRN,H,2,RAIN,20240122 0300,20240122 0300,3.07, ,INCHES
MRN,H,2,RAIN,20240122 0400,20240122 0400,3.09, ,INCHES
MRN,H,2,RAIN,20240122 0500,20240122 0500,3.28, ,INCHES
MRN,H,2,RAIN,20240122 0600,20240122 0600,3.43, ,INCHES
MRN,H,2,RAIN,20240122 0700,20240122 0700,3.55, ,INCHES
MRN,H,2,RAIN,20240122 0800,20240122 0800,3.59, ,INCHES
MRN,H,2,RAIN,20240122 0900,20240122 0900,3.64, ,INCHES
MRN,H,2,RAIN,20240122 1000,20240122 1000,3.65, ,INCHES
MRN,H,2,RAIN,20240122 1100,20240122 1100,3.65, ,INCHES
MRN,H,2,RAIN,20240122 1200,20240122 1200,3.67, ,INCHES
MRN,H,2,RAIN,20240122 1300,20240122 1300,3.76, ,INCHES
MRN,H,2,RAIN,20240122 1400,20240122 1400,3.78, ,INCHES
MRN,H,2,RAIN,20240122 1500,20240122 1500,3.83, ,INCHES
MRN,H,2,RAIN,20240122 1600,20240122 1600,3.86, ,INCHES
MRN,H,2,RAIN,20240122 1700,20240122 1700,3.86, ,INCHES
MRN,H,2,RAIN,20240122 1800,20240122 1800,3.86, ,INCHES
MRN,H,2,RAIN,20240122 1900,20240122 1900,3.86, ,INCHES
MRN,H,2,RAIN,20240122 2000,20240122 2000,3.86, ,INCHES
MRN,H,2,RAIN,20240122 2100,20240122 2100,3.86, ,INCHES
MRN,H,2,RAIN,20240122 2200,20240122 2200,3.86, ,INCHES
MRN,H,2,RAIN,20240122 2300,20240122 2300,3.86, ,INCHES
MRN,H,2,RAIN,20240123 0000,20240123 0000,3.86, ,INCHES
MRN,H,2,RAIN,20240123 0100,20240123 0100,3.86, ,INCHES
MRN,H,2,RAIN,20240123 0200,20240123 0200,3.86, ,INCHES
MRN,H,2,RAIN,20240123 0300,20240123 0300,3.86, ,INCHES
MRN,H,2,RAIN,20240123 0400,20240123 0400,3.86, ,INCHES
MRN,H,2,RAIN,20240123 0500,20240123 0500,3.86, ,INCHES
MRN,H,2,RAIN,20240123 0600,20240123 0600,3.86, ,INCHES
MRN,H,2,RAIN,20240123 0700,20240123 0700,3.86, ,INCHES
MRN,H,2,RAIN,20240123 0800,20240123 0800,3.86, ,INCHES
MRN,H,2,RAIN,20240123 0900,20240123 0900,3.86, ,INCHES
MRN,H,2,RAIN,20240123 1000,20240123 1000,3.86, ,INCHES
MRN,H,2,RAIN,20240123 1100,20240123 1100,3.86, ,INCHES
MRN,H,2,RAIN,20240123 1200,20240123 1200,3.86, ,INCHES
MRN,H,2,RAIN,20240123 1300,20240123 1300,3.86, ,INCHES
MRN,H,2,RAIN,20240123 1400,20240123 1400,3.86, ,INCHES
MRN,H,2,RAIN,20240123 1500,20240123 1500,3.86, ,INCHES
MRN,H,2,RAIN,20240123 1600,20240123 1600,3.86, ,INCHES
MRN,H,2,RAIN,20240123 1700,20240123 1700,3.86, ,INCHES
MRN,H,2,RAIN,20240123 1800,20240123 1800,3.86, ,INCHES
MRN,H,2,RAIN,20240123 1900,20240123 1900,3.86, ,INCHES
MRN,H,2,RAIN,20240123 2000,20240123 2000,3.86, ,INCHES
MRN,H,2,RAIN,20240123 2100,20240123 2100,3.86, ,INCHES
MRN,H,2,RAIN,20240123 2200,20240123 2200,3.86, ,INCHES
MRN,H,2,RAIN,20240123 2300,20240123 2300,3.86, ,INCHES
MRN,H,2,RAIN,20240124 0000,20240124 0000,3.86, ,INCHES
MRN,H,2,RAIN,20240124 0100,20240124 0100,3.86, ,INCHES
MRN,H,2,RAIN,20240124 0200,20240124 0200,3.86, ,INCHES
MRN,H,2,RAIN,20240124 0300,20240124 0300,3.86, ,INCHES
MRN,H,2,RAIN,20240124 0400,20240124 0400,3.86, ,INCHES
MRN,H,2,RAIN,20240124 0500,20240124 0500,3.86, ,INCHES
MRN,H,2,RAIN,20240124 0600,20240124 0600,3.86, ,INCHES
MRN,H,2,RAIN,20240124 0700,20240124 0700,3.86, ,INCHES
MRN,H,2,RAIN,20240124 0800,20240124 0800,3.86, ,INCHES
MRN,H,2,RAIN,20240124 0900,20240124 0900,3.86, ,INCHES
MRN,H,2,RAIN,20240124 1000,20240124 1000,3.86, ,INCHES
MRN,H,2,RAIN,20240124 1100,20240124 1100,3.86, ,INCHES
MRN,H,2,RAIN,20240124 1200,20240124 1200,3.86, ,INCHES
MRN,H,2,RAIN,20240124 1300,20240124 1300,3.86, ,INCHES
MRN,H,2,RAIN,20240124 1400,20240124 1400,3.86, ,INCHES
MRN,H,2,RAIN,20240124 1500,20240124 1500,3.86, ,INCHES
MRN,H,2,RAIN,20240124 1600,20240124 1600,3.86, ,INCHES
MRN,H,2,RAIN,20240124 1700,20240124 1700,3.86, ,INCHES
MRN,H,2,RAIN,20240124 1800,20240124 1800,3.86, ,INCHES
MRN,H,2,RAIN,20240124 1900,20240124 1900,3.86, ,INCHES
MRN,H,2,RAIN,20240124 2000,20240124 2000,3.86, ,INCHES
MRN,H,2,RAIN,20240124 2100,20240124 2100,3.86, ,INCHES
MRN,H,2,RAIN,20240124 2200,20240124 2200,3.86, ,INCHES
MRN,H,2,RAIN,20240124 2300,20240124 2300,3.86, ,INCHES
MRN,H,2,RAIN,20240125 0000,20240125 0000,3.86, ,INCHES
MRN,H,2,RAIN,20240125 0100,20240125 0100,3.86, ,INCHES
MRN,H,2,RAIN,20240125 0200,20240125 0200,3.86, ,INCHES
MRN,H,2,RAIN,20240125 0300,20240125 0300,3.87, ,INCHES
MRN,H,2,RAIN,20240125 0400,20240125 0400,3.87, ,INCHES
MRN,H,2,RAIN,20240125 0500,20240125 0500,3.88, ,INCHES
MRN,H,2,RAIN,20240125 0600,20240125 0600,3.88, ,INCHES
MRN,H,2,RAIN,20240125 0700,20240125 0700,3.88, ,INCHES
MRN,H,2,RAIN,20240125 0800,20240125 0800,3.88, ,INCHES
MRN,H,2,RAIN,20240125 0900,20240125 0900,3.88, ,INCHES
MRN,H,2,RAIN,20240125 1000,20240125 1000,3.88, ,INCHES
MRN,H,2,RAIN,20240125 1100,20240125 1100,3.88, ,INCHES
MRN,H,2,RAIN,20240125 1200,20240125 1200,3.88, ,INCHES
MRN,H,2,RAIN,20240125 1300,20240125 1300,3.88, ,INCHES
MRN,H,2,RAIN,20240125 1400,20240125 1400,3.88, ,INCHES
MRN,H,2,RAIN,20240125 1500,20240125 1500,3.88, ,INCHES
MRN,H,2,RAIN,20240125 1600,20240125 1600,3.88, ,INCHES
MRN,H,2,RAIN,20240125 1700,20240125 1700,3.88, ,INCHES
MRN,H,2,RAIN,20240125 1800,20240125 1800,3.88, ,INCHES
MRN,H,2,RAIN,20240125 1900,20240125 1900,3.88, ,INCHES
MRN,H,2,RAIN,20240125 2000,20240125 2000,3.88, ,INCHES
MRN,H,2,RAIN,20240125 2100,20240125 2100,3.88, ,INCHES
MRN,H,2,RAIN,20240125 2200,20240125 2200,3.88, ,INCHES
MRN,H,2,RAIN,20240125 2300,20240125 2300,3.88, ,INCHES
MRN,H,2,RAIN,20240126 0000,20240126 0000,3.88, ,INCHES
MRN,H,2,RAIN,20240126 0100,20240126 0100,3.88, ,INCHES
MRN,H,2,RAIN,20240126 0200,20240126 0200,3.88, ,INCHES
MRN,H,2,RAIN,20240126 0300,20240126 0300,3.88, ,INCHES
MRN,H,2,RAIN,20240126 0400,20240126 0400,3.88, ,INCHES
MRN,H,2,RAIN,20240126 0500,20240126 0500,3.88, ,INCHES
MRN,H,2,RAIN,20240126 0600,20240126 0600,3.88, ,INCHES
MRN,H,2,RAIN,20240126 0700,20240126 0700,3.88, ,INCHES
MRN,H,2,RAIN,20240126 0800,20240126 0800,3.88, ,INCHES
MRN,H,2,RAIN,20240126 0900,20240126 0900,3.88, ,INCHES
MRN,H,2,RAIN,20240126 1000,20240126 1000,3.88, ,INCHES
MRN,H,2,RAIN,20240126 1100,20240126 1100,3.88, ,INCHES
MRN,H,2,RAIN,20240126 1200,20240126 1200,3.88, ,INCHES
MRN,H,2,RAIN,20240126 1300,20240126 1300,3.88, ,INCHES
MRN,H,2,RAIN,20240126 1400,20240126 1400,3.88, ,INCHES
MRN,H,2,RAIN,20240126 1500,20240126 1500,3.88, ,INCHES
MRN,H,2,RAIN,20240126 1600,20240126 1600,3.88, ,INCHES
MRN,H,2,RAIN,20240126 1700,20240126 1700,3.88, ,INCHES
MRN,H,2,RAIN,20240126 1800,20240126 1800,3.88, ,INCHES
MRN,H,2,RAIN,20240126 1900,20240126 1900,3.88, ,INCHES
MRN,H,2,RAIN,20240126 2000,20240126 2000,3.88, ,INCHES
MRN,H,2,RAIN,20240126 2100,20240126 2100,3.88, ,INCHES
MRN,H,2,RAIN,20240126 2200,20240126 2200,3.88, ,INCHES
MRN,H,2,RAIN,20240126 2300,20240126 2300,3.88, ,INCHES
MRN,H,2,RAIN,20240127 0000,20240127 0000,3.88, ,INCHES
MRN,H,2,RAIN,20240127 0100,20240127 0100,3.88, ,INCHES
MRN,H,2,RAIN,20240127 0200,20240127 0200,3.88, ,INCHES
MRN,H,2,RAIN,20240127 0300,20240127 0300,3.88, ,INCHES
MRN,H,2,RAIN,20240127 0400,20240127 0400,3.88, ,INCHES
MRN,H,2,RAIN,20240127 0500,20240127 0500,3.88, ,INCHES
MRN,H,2,RAIN,20240127 0600,20240127 0600,3.88, ,INCHES
MRN,H,2,RAIN,20240127 0700,20240127 0700,3.88, ,INCHES
MRN,H,2,RAIN,20240127 0800,20240127 0800,3.88, ,INCHES
MRN,H,2,RAIN,20240127 0900,20240127 0900,3.88, ,INCHES
MRN,H,2,RAIN,20240127 1000,20240127 1000,3.88, ,INCHES
MRN,H,2,RAIN,20240127 1100,20240127 1100,3.88, ,INCHES
MRN,H,2,RAIN,20240127 1200,20240127 1200,3.88, ,INCHES
MRN,H,2,RAIN,20240127 1300,20240127 1300,3.88, ,INCHES
MRN,H,2,RAIN,20240127 1400,20240127 1400,3.88, ,INCHES
MRN,H,2,RAIN,20240127 1500,20240127 1500,3.88, ,INCHES
MRN,H,2,RAIN,20240127 1600,20240127 1600,3.88, ,INCHES
MRN,H,2,RAIN,20240127 1700,20240127 1700,3.88, ,INCHES
MRN,H,2,RAIN,20240127 1800,20240127 1800,3.88, ,INCHES
MRN,H,2,RAIN,20240127 1900,20240127 1900,3.88, ,INCHES
MRN,H,2,RAIN,20240127 2000,20240127 2000,3.88, ,INCHES
MRN,H,2,RAIN,20240127 2100,20240127 2100,3.88, ,INCHES
MRN,H,2,RAIN,20240127 2200,20240127 2200,3.88, ,INCHES
MRN,H,2,RAIN,20240127 2300,20240127 2300,3.88, ,INCHES
MRN,H,2,RAIN,20240128 0000,20240128 0000,3.88, ,INCHES
MRN,H,2,RAIN,20240128 0100,20240128 0100,3.88, ,INCHES
MRN,H,2,RAIN,20240128 0200,20240128 0200,3.88, ,INCHES
MRN,H,2,RAIN,20240128 0300,20240128 0300,3.88, ,INCHES
MRN,H,2,RAIN,20240128 0400,20240128 0400,3.88, ,INCHES
MRN,H,2,RAIN,20240128 0500,20240128 0500,3.88, ,INCHES
MRN,H,2,RAIN,20240128 0600,20240128 0600,3.88, ,INCHES
MRN,H,2,RAIN,20240128 0700,20240128 0700,3.88, ,INCHES
MRN,H,2,RAIN,20240128 0800,20240128 0800,3.88, ,INCHES
MRN,H,2,RAIN,20240128 0900,20240128 0900,3.88, ,INCHES
MRN,H,2,RAIN,20240128 1000,20240128 1000,3.88, ,INCHES
MRN,H,2,RAIN,20240128 1100,20240128 1100,3.88, ,INCHES
MRN,H,2,RAIN,20240128 1200,20240128 1200,3.88, ,INCHES
MRN,H,2,RAIN,20240128 1300,20240128 1300,3.88, ,INCHES
MRN,H,2,RAIN,20240128 1400,20240128 1400,3.88, ,INCHES
MRN,H,2,RAIN,20240128 1500,20240128 1500,3.88, ,INCHES
MRN,H,2,RAIN,20240128 1600,20240128 1600,3.88, ,INCHES
MRN,H,2,RAIN,20240128 1700,20240128 1700,3.88, ,INCHES
MRN,H,2,RAIN,20240128 1800,20240128 1800,3.88, ,INCHES
MRN,H,2,RAIN,20240128 1900,20240128 1900,3.88, ,INCHES
MRN,H,2,RAIN,20240128 2000,20240128 2000,3.88, ,INCHES
MRN,H,2,RAIN,20240128 2100,20240128 2100,3.88, ,INCHES
MRN,H,2,RAIN,20240128 2200,20240128 2200,3.88, ,INCHES
MRN,H,2,RAIN,20240128 2300,20240128 2300,3.88, ,INCHES
MRN,H,2,RAIN,20240129 0000,20240129 0000,3.88, ,INCHES
MRN,H,2,RAIN,20240129 0100,20240129 0100,3.88, ,INCHES
MRN,H,2,RAIN,20240129 0200,20240129 0200,3.88, ,INCHES
MRN,H,2,RAIN,20240129 0300,20240129 0300,3.88, ,INCHES
MRN,H,2,RAIN,20240129 0400,20240129 0400,3.88, ,INCHES
MRN,H,2,RAIN,20240129 0500,20240129 0500,3.88, ,INCHES
MRN,H,2,RAIN,20240129 0600,20240129 0600,3.88, ,INCHES
MRN,H,2,RAIN,20240129 0700,20240129 0700,3.88, ,INCHES
MRN,H,2,RAIN,20240129 0800,20240129 0800,3.88, ,INCHES
MRN,H,2,RAIN,20240129 0900,20240129 0900,3.88, ,INCHES
MRN,H,2,RAIN,20240129 1000,20240129 1000,3.88, ,INCHES
MRN,H,2,RAIN,20240129 1100,20240129 1100,3.88, ,INCHES
MRN,H,2,RAIN,20240129 1200,20240129 1200,3.88, ,INCHES
MRN,H,2,RAIN,20240129 1300,20240129 1300,3.88, ,INCHES
MRN,H,2,RAIN,20240129 1400,20240129 1400,3.88, ,INCHES
MRN,H,2,RAIN,20240129 1500,20240129 1500,3.88, ,INCHES
MRN,H,2,RAIN,20240129 1600,20240129 1600,3.88, ,INCHES
MRN,H,2,RAIN,20240129 1700,20240129 1700,3.88, ,INCHES
MRN,H,2,RAIN,20240129 1800,20240129 1800,3.88, ,INCHES
MRN,H,2,RAIN,20240129 1900,20240129 1900,3.88, ,INCHES
MRN,H,2,RAIN,20240129 2000,20240129 2000,3.88, ,INCHES
MRN,H,2,RAIN,20240129 2100,20240129 2100,3.88, ,INCHES
MRN,H,2,RAIN,20240129 2200,20240129 2200,3.88, ,INCHES
MRN,H,2,RAIN,20240129 2300,20240129 2300,3.88, ,INCHES
MRN,H,2,RAIN,20240130 0000,20240130 0000,3.88, ,INCHES
MRN,H,2,RAIN,20240130 0100,20240130 0100,3.88, ,INCHES
MRN,H,2,RAIN,20240130 0200,20240130 0200,3.88, ,INCHES
MRN,H,2,RAIN,20240130 0300,20240130 0300,3.88, ,INCHES
MRN,H,2,RAIN,20240130 0400,20240130 0400,3.88, ,INCHES
MRN,H,2,RAIN,20240130 0500,20240130 0500,3.88, ,INCHES
MRN,H,2,RAIN,20240130 0600,20240130 0600,3.88, ,INCHES
MRN,H,2,RAIN,20240130 0700,20240130 0700,---, ,INCHES
MRN,H,2,RAIN,20240130 0800,20240130 0800,---, ,INCHES
MRN,H,2,RAIN,20240130 0900,20240130 0900,---, ,INCHES
MRN,H,2,RAIN,20240130 1000,20240130 1000,---, ,INCHES
MRN,H,2,RAIN,20240130 1100,20240130 1100,---, ,INCHES
MRN,H,2,RAIN,20240130 1200,20240130 1200,---, ,INCHES
MRN,H,2,RAIN,20240130 1300,20240130 1300,---, ,INCHES
MRN,H,2,RAIN,20240130 1400,20240130 1400,---, ,INCHES
MRN,H,2,RAIN,20240130 1500,20240130 1500,---, ,INCHES
MRN,H,2,RAIN,20240130 1600,20240130 1600,3.88, ,INCHES
MRN,H,2,RAIN,20240130 1700,20240130 1700,3.88, ,INCHES
MRN,H,2,RAIN,20240130 1800,20240130 1800,---, ,INCHES
MRN,H,2,RAIN,20240130 1900,20240130 1900,---, ,INCHES
MRN,H,2,RAIN,20240130 2000,20240130 2000,---, ,INCHES
MRN,H,2,RAIN,20240130 2100,20240130 2100,---, ,INCHES
MRN,H,2,RAIN,20240130 2200,20240130 2200,3.88, ,INCHES
MRN,H,2,RAIN,20240130 2300,20240130 2300,3.88, ,INCHES
MRN,H,2,RAIN,20240131 0000,20240131 0000,3.88, ,INCHES
MRN,H,2,RAIN,20240131 0100,20240131 0100,3.88, ,INCHES
MRN,H,2,RAIN,20240131 0200,20240131 0200,3.88, ,INCHES
MRN,H,2,RAIN,20240131 0300,20240131 0300,3.88, ,INCHES
